item_name,info_json
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""fish balls"", ""noodles"", ""soy sauce"", ""oyster sauce"", ""garlic"", ""ginger""],""Preparation Time"": 40}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""keluak"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chili"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young mango"", ""kedondong"", ""jicama"", ""water apple"", ""cassava leaves"", ""stink beans"", ""boiled cow nose"", ""peanuts"", ""chili"", ""palm sugar"", ""salt"", ""fried fish cake""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chilies"", ""garlic"", ""ginger"", ""tamarind"", ""palm sugar"", ""fish sauce"", ""vegetable oil""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""broth"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""shallots"", ""coconut milk"", ""noodles"", "" bean sprouts"", ""fried shallots""],""Preparation Time"": 40}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""chili peppers"", ""garlic"", ""ginger"", ""vegetable oil""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""pandan leaves"", ""chicken or beef broth"", ""salt"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""rice""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""rice"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""turmeric"", ""garlic"", ""shallots"", ""red chili"", ""salt""],""Preparation Time"": 40}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef or chicken"", ""potatoes"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""coconut milk"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""rice"", ""long beans"", ""peanuts"", ""vegetables"", ""spices""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""rice"", ""peanuts"", ""chili"", ""garlic"", ""ginger""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken or beef"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""salam leaves"", ""shallots"", ""garlic"", ""ginger"", ""candlenuts"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 40}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""coconut milk"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""shallots"", ""garlic"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""potatoes"", ""beansprouts"", ""fried shallots""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""cabbage"", ""carrots"", ""bean sprouts"", ""fried tofu"", ""tempeh"", ""krupuk"", ""peanut sauce""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""meat or seafood"", ""rice"", ""spices"", ""vegetables""],""Preparation Time"": 30}"
Mie Aceh,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""beef"", ""chicken"", ""shrimp"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""garlic"", ""ginger"", ""shallots"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""soy sauce"", ""scallions"", ""garlic"", ""ginger""],""Preparation Time"": 20}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""onions"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""salt"", ""black pepper""],""Preparation Time"": 45}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""pork"", ""fish balls"", ""noodles"", ""soy sauce"", ""oyster sauce"", ""fried shallots""],""Preparation Time"": 30}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""keluak nut"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""turmeric""],""Preparation Time"": 45}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""boiled cow nose"", ""fried tofu"", ""tempeh"", ""long beans"", ""cucumber"", ""kangkung"", ""peanuts"", ""fried anchovies"", ""chili sauce""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""ginger"", ""salt"", ""black pepper"", ""vegetable oil""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""beef"", ""shrimp"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""coriander"", ""cumin"", ""galangal"", ""garlic"", ""ginger"", ""lemongrass"", ""onion"", ""peanuts"", ""salt"", ""soy sauce"", ""tamarind""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""pandan leaves"", ""chicken stock"", ""rice""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""rice"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""shallots"", ""garlic"", ""salt"", ""pepper""],""Preparation Time"": 45}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""galangal"", ""kaffir lime leaves"", ""peanuts"", ""spices""],""Preparation Time"": 40}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""shrimp"", ""beansprouts"", ""bok choy"", ""shallots"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""coconut milk"", ""soy sauce"", ""oyster sauce""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""vegetables"", ""spices""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""rice"", ""peanuts"", ""chili"", ""garlic"", ""ginger"", ""lemongrass"", ""galangal"", ""kaffir lime leaves""],""Preparation Time"": 40}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""rice""],""Preparation Time"": 40}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef or beef broth"", ""coconut milk"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""onions"", ""garlic"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""potatoes"", ""fried shallots"", ""scallions"", ""krupuk""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""cabbage"", ""carrots"", ""bean sprouts"", ""fried tofu"", ""tempeh"", ""soy sauce"", ""vinegar"", ""chili peppers"", ""garlic"", ""ginger""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""ginger"", ""star anise"", ""cinnamon"", ""cardamom"", ""rice""],""Preparation Time"": 40}"
Mie Aceh,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Acehnese"",""Ingredients"": [""noodles"", ""beef"", ""chicken"", ""shrimp"", ""soy sauce"", ""oyster sauce"", ""ginger"", ""garlic"", ""onions"", ""chilies""],""Preparation Time"": 30}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""soy sauce"", ""scallions"", ""garlic"", ""ginger""],""Preparation Time"": 30}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""rice noodles"", ""scallions"", ""fried shallots""],""Preparation Time"": 40}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef meatballs"", ""noodles"", ""broth"", ""fried shallots"", ""soy sauce"", ""kecap manis""],""Preparation Time"": 40}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""keluak nut"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""shallots"", ""ginger"", ""coconut milk""],""Preparation Time"": 40}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""boiled cow nose"", ""long beans"", ""bean sprouts"", ""tofu"", ""tempeh"", ""fried peanuts"", ""fried anchovies"", ""chili"", ""kaffir lime leaves"", ""galangal"", ""palm sugar"", ""tamarind"", ""salt""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""garlic"", ""ginger"", ""lemongrass"", ""lime leaves"", ""peanuts"", ""salt"", ""shallots"", ""vegetable oil""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""beef"", ""lamb"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""coconut milk"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""lemongrass"", ""galangal"", ""chicken or beef broth"", ""salt"", ""rice""],""Preparation Time"": 30}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""rice"", ""coconut milk"", ""chicken"", ""onion"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""pandan leaves"", ""salt"", ""pepper""],""Preparation Time"": 45}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""turmeric"", ""garlic"", ""shallots"", ""ginger""],""Preparation Time"": 40}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""shrimp"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""coconut milk"", ""rice noodles""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""long beans"", ""beansprouts"", ""cabbage"", ""spinach"", ""chili peppers"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""vegetable oil"", ""salt""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""pandan leaves"", ""kaffir lime leaves"", ""galangal"", ""lemongrass"", ""garlic"", ""shallots"", ""chili"", ""soy sauce"", ""oyster sauce""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""chicken or beef"", ""rice""],""Preparation Time"": 30}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef broth"", ""beef"", ""coconut milk"", ""potatoes"", ""peanuts"", ""fried shallots"", ""kaffir lime leaves"", ""galangal"", ""lemongrass"", ""candlenuts"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""cabbage"", ""carrots"", ""bean sprouts"", ""fried tofu"", ""tempeh"", ""krupuk"", ""peanut sauce""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""coconut milk"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""rice""],""Preparation Time"": 45}"
Mie Aceh,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""beef"", ""shallots"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""coconut milk"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""vegetables"", ""soy sauce"", ""oyster sauce""],""Preparation Time"": 30}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""onions"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""coconut milk"", ""turmeric"", ""coriander"", ""cumin"", ""salt"", ""black pepper""],""Preparation Time"": 45}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef meatballs"", ""noodles"", ""soy sauce"", ""oyster sauce"", ""fried shallots"", ""scallions"", ""beansprouts""],""Preparation Time"": 40}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""keluak"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""shallots"", ""coriander"", ""cumin"", ""coconut milk""],""Preparation Time"": 45}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""boiled cow nose"", ""fried tofu"", ""fried tempeh"", ""long beans"", ""cucumber"", ""kedondong"", ""peanuts"", ""chili sauce"", ""kecap manis""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chilies"", ""garlic"", ""ginger"", ""fish sauce"", ""lime juice"", ""vegetable oil""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""broth"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""tamarind"", ""soy sauce"", ""noodles"", ""fried shallots""],""Preparation Time"": 40}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""turmeric"", ""garlic"", ""ginger"", ""vegetable oil""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""pandan leaves"", ""chicken or beef broth"", ""salt"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken or beef"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chilies"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 40}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""palm sugar"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""salt""],""Preparation Time"": 30}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef or chicken"", ""beansprouts"", ""bok choy"", ""fried shallots"", ""galangal"", ""ginger"", ""kaffir lime leaves"", ""lemongrass"", ""onions"", ""palm sugar"", ""peanuts"", ""soy sauce"", ""tamarind"", ""turmeric""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""rice"", ""long beans"", ""peanuts"", ""cassava leaves"", ""chili"", ""garlic"", ""ginger""],""Preparation Time"": 20}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""pandan leaves"", ""coconut milk"", ""chili"", ""garlic"", ""ginger"", ""lemongrass"", ""galangal""],""Preparation Time"": 30}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken or beef"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", "" Indonesian bay leaves"", ""chilies"", ""garlic"", ""ginger"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 40}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""cow's milk"", ""coconut milk"", ""ginger"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chilies"", ""garlic"", ""shallots"", ""coriander"", ""cumin"", ""turmeric"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""fried tofu"", ""tempeh"", ""cucumber"", ""carrots"", ""bean sprouts"", ""chili peppers"", ""palm sugar"", ""vinegar"", ""soy sauce""],""Preparation Time"": 30}"
Nasi Padang,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""Rice"", ""Beef or Chicken"", ""Coconut Milk"", ""Spices"", ""Vegetables""],""Preparation Time"": 30}"
Mie Aceh,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""beef or chicken"", ""vegetables"", ""spices"", ""coconut milk""],""Preparation Time"": 30}"
Mie Kocok,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""noodles"", ""chicken"", ""soy sauce"", ""scallions"", ""garlic"", ""ginger""],""Preparation Time"": 20}"
Soto Ayam,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""onions"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""turmeric"", ""coriander"", ""cumin"", ""coconut milk"", ""rice"", ""fried shallots""],""Preparation Time"": 40}"
Bakso Malang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef meatballs"", ""noodles"", ""vegetables"", ""soy sauce"", ""fried shallots""],""Preparation Time"": 30}"
Rawon,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""keluak nut"", ""galangal"", ""kaffir lime leaves"", ""lemongrass"", ""chili"", ""garlic"", ""ginger"", ""coconut milk""],""Preparation Time"": 40}"
Rujak Cingur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young mango"", ""kedondong"", ""cucumber"", ""long beans"", ""tofu"", ""tempeh"", ""cingur"", ""peanuts"", ""fried onions"", ""chili sauce"", ""kecap manis""],""Preparation Time"": 30}"
Pecel Lele,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""catfish"", ""coriander"", ""galangal"", ""kaffir lime leaves"", ""lemon grass"", ""chilies"", ""garlic"", ""shrimp paste"", ""fish sauce"", ""tamarind paste"", ""palm sugar"", ""vegetable oil""],""Preparation Time"": 30}"
Soto Lamongan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""beef"", ""shrimp"", ""onions"", ""garlic"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""coconut milk"", ""soy sauce"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Ayam Goreng,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""coconut milk"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic"", ""ginger""],""Preparation Time"": 40}"
Nasi Kuning,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""turmeric"", ""pandan leaves"", ""chicken or beef broth"", ""salt"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""rice""],""Preparation Time"": 40}"
Nasi Liwet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""rice"", ""chicken"", ""coconut milk"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili"", ""garlic""],""Preparation Time"": 40}"
Gudeg,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""young jackfruit"", ""coconut milk"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""garlic"", ""shallots"", ""ginger"", ""chili""],""Preparation Time"": 40}"
Soto Madura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef"", ""chicken"", ""shrimp"", ""lemongrass"", ""galangal"", ""kaffir lime leaves"", ""coriander"", ""cumin"", ""coconut milk"", ""tamarind"", ""palm sugar"", ""fish sauce"", ""soy sauce"", ""shallots"", ""garlic"", ""ginger"", ""chilies"", ""turmeric"", ""cinnamon"", ""cardamom"", ""star anise"", ""fennel seeds""],""Preparation Time"": 40}"
Nasi Pecel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long grain rice"", ""peanuts"", ""vegetables"", ""chili"", ""kaffir lime leaves"", ""galangal""],""Preparation Time"": 30}"
Ayam Penyet,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""chicken"", ""pandan leaves"", ""kaffir lime leaves"", ""galangal"", ""lemongrass"", ""chilies"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""salt"", ""black pepper""],""Preparation Time"": 35}"
Nasi Uduk,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""coconut milk"", ""chicken or beef"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""chili peppers"", ""garlic"", ""ginger"", ""coriander"", ""cumin"", ""salt"", ""black pepper"", ""rice""],""Preparation Time"": 40}"
Soto Betawi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""beef broth"", ""beef"", ""cow's milk"", ""coconut milk"", ""ginger"", ""galangal"", ""lemongrass"", ""kaffir lime leaves"", ""candlenuts"", ""fried shallots""],""Preparation Time"": 40}"
Gado Gado,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""long beans"", ""peanuts"", ""tofu"", ""tempeh"", ""cabbage"", ""carrots"", ""bean sprouts"", ""fried onions"", ""peanut sauce""],""Preparation Time"": 20}"
Nasi Padang,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""steamed rice"", ""beef rendang"", ""chicken curry"", ""fried anchovies"", ""sambal""],""Preparation Time"": 40}"
